messages_delayed_for_map,ceph01_ceph-osd.0.asok.txt,ceph01_ceph-osd.1.asok.txt,ceph01_ceph-osd.2.asok.txt,ceph01_ceph-osd.3.asok.txt,ceph01_ceph-osd.4.asok.txt,ceph01_ceph-osd.5.asok.txt,ceph01_ceph-osd.6.asok.txt,ceph01_ceph-osd.7.asok.txt,ceph02_ceph-osd.10.asok.txt,ceph02_ceph-osd.11.asok.txt,ceph02_ceph-osd.12.asok.txt,ceph02_ceph-osd.13.asok.txt,ceph02_ceph-osd.14.asok.txt,ceph02_ceph-osd.15.asok.txt,ceph02_ceph-osd.8.asok.txt,ceph02_ceph-osd.9.asok.txt,ceph03_ceph-osd.16.asok.txt,ceph03_ceph-osd.17.asok.txt,ceph03_ceph-osd.18.asok.txt,ceph03_ceph-osd.19.asok.txt,ceph03_ceph-osd.20.asok.txt,ceph03_ceph-osd.21.asok.txt,ceph03_ceph-osd.22.asok.txt,ceph03_ceph-osd.23.asok.txt,ceph04_ceph-osd.24.asok.txt,ceph04_ceph-osd.25.asok.txt,ceph04_ceph-osd.26.asok.txt,ceph04_ceph-osd.27.asok.txt,ceph04_ceph-osd.28.asok.txt,ceph04_ceph-osd.29.asok.txt,ceph04_ceph-osd.30.asok.txt,ceph04_ceph-osd.31.asok.txt
346,163,1575,2166,127,241,1505,422,1330,181,1012,199,225,285,287,642,339,314,929,1245,536,391,1246,1328,585,100,473,133,1961,430,818,599,841
347,163,1575,2166,127,241,1505,422,1330,181,1012,199,225,285,287,642,339,314,929,1245,536,391,1246,1328,585,100,473,133,1961,430,818,599,841
348,163,1575,2166,127,241,1505,422,1330,181,1012,199,225,285,287,642,339,314,929,1245,536,391,1246,1328,585,100,473,133,1961,430,818,599,841
349,163,1575,2166,127,241,1505,422,1330,181,1012,199,225,285,287,642,339,314,929,1245,536,391,1246,1328,585,100,473,133,1961,430,818,599,841
350,163,1575,2166,127,241,1505,422,1330,181,1012,199,225,285,287,642,339,314,929,1245,536,391,1246,1328,585,100,473,133,1961,430,818,599,841
351,163,1575,2166,127,241,1505,422,1330,181,1012,199,225,285,287,642,339,314,929,1245,536,391,1246,1328,585,100,473,133,1961,430,818,599,841
352,163,1575,2166,127,241,1505,422,1330,181,1012,199,225,285,287,642,339,314,929,1245,536,391,1246,1328,585,100,473,133,1961,430,818,599,841
353,163,1575,2166,127,241,1505,422,1330,181,1012,199,225,285,287,642,339,314,929,1245,536,391,1246,1328,585,100,473,133,1961,430,818,599,841
354,163,1575,2166,127,241,1505,422,1330,181,1012,199,225,285,287,642,339,314,929,1245,536,391,1246,1328,585,100,473,133,1961,430,818,599,841
355,163,1575,2166,127,241,1505,422,1330,181,1012,199,225,285,287,642,339,314,929,1245,536,391,1246,1328,585,100,473,133,1961,430,818,599,841
356,163,1575,2166,127,241,1505,422,1330,181,1012,199,225,285,287,642,339,314,929,1245,536,391,1246,1328,585,100,473,133,1961,430,818,599,841
357,163,1575,2166,127,241,1505,422,1330,181,1012,199,225,285,287,642,339,314,929,1245,536,391,1246,1328,585,100,473,133,1961,430,818,599,841
358,163,1575,2166,127,241,1505,422,1330,181,1012,199,225,285,287,642,339,314,929,1245,536,391,1246,1328,585,100,473,133,1961,430,818,599,841
359,163,1575,2166,127,241,1505,422,1330,181,1012,199,225,285,287,642,339,314,929,1245,536,391,1246,1328,585,100,473,133,1961,430,818,599,841
360,163,1575,2166,127,241,1505,422,1330,181,1012,199,225,285,287,642,339,314,929,1245,536,391,1246,1328,585,100,473,133,1961,430,818,599,841
361,163,1575,2166,127,241,1505,422,1330,181,1012,199,225,285,287,642,339,314,929,1245,536,391,1246,1328,585,100,473,133,1961,430,818,599,841
362,163,1575,2166,127,241,1505,422,1330,181,1012,199,225,285,287,642,339,314,929,1245,536,391,1246,1328,585,100,473,133,1961,430,818,599,841
363,163,1575,2166,127,241,1505,422,1330,181,1012,199,225,285,287,642,339,314,929,1245,536,391,1246,1328,585,100,473,133,1961,430,818,599,841
364,163,1575,2166,127,241,1505,422,1330,181,1012,199,225,285,287,642,339,314,929,1245,536,391,1246,1328,585,100,473,133,1961,430,818,599,841
365,163,1575,2166,127,241,1505,422,1330,181,1012,199,225,285,287,642,339,314,929,1245,536,391,1246,1328,585,100,473,133,1961,430,818,599,841
366,163,1575,2166,127,241,1505,422,1330,181,1012,199,225,285,287,642,339,314,929,1245,536,391,1246,1328,585,100,473,133,1961,430,818,599,841
367,163,1575,2166,127,241,1505,422,1330,181,1012,199,225,285,287,642,339,314,929,1245,536,391,1246,1328,585,100,473,133,1961,430,818,599,841
368,163,1575,2166,127,241,1505,422,1330,181,1012,199,225,285,287,642,339,314,929,1245,536,391,1246,1328,585,100,473,133,1961,430,818,599,841
369,163,1575,2166,127,241,1505,422,1330,181,1012,199,225,285,287,642,339,314,929,1245,536,391,1246,1328,585,100,473,133,1961,430,818,599,841
370,163,1575,2166,127,241,1505,422,1330,181,1012,199,225,285,287,642,339,314,929,1245,536,391,1246,1328,585,100,473,133,1961,430,818,599,841
371,163,1575,2166,127,241,1505,422,1330,181,1012,199,225,285,287,642,339,314,929,1245,536,391,1246,1328,585,100,473,133,1961,430,818,599,841
372,163,1575,2166,127,241,1505,422,1330,181,1012,199,225,285,287,642,339,314,929,1245,536,391,1246,1328,585,100,473,133,1961,430,818,599,841
373,163,1575,2166,127,241,1505,422,1330,181,1012,199,225,285,287,642,339,314,929,1245,536,391,1246,1328,585,100,473,133,1961,430,818,599,841
374,163,1575,2166,127,241,1505,422,1330,181,1012,199,225,285,287,642,339,314,929,1245,536,391,1246,1328,585,100,473,133,1961,430,818,599,841
375,163,1575,2166,127,241,1505,422,1330,181,1012,199,225,285,287,642,339,314,929,1245,536,391,1246,1328,585,100,473,133,1961,430,818,599,841
376,163,1575,2166,127,241,1505,422,1330,181,1012,199,225,285,287,642,339,314,929,1245,536,391,1246,1328,585,100,473,133,1961,430,818,599,841
377,163,1575,2166,127,241,1505,422,1330,181,1012,199,225,285,287,642,339,314,929,1245,536,391,1246,1328,585,100,473,133,1961,430,818,599,841
378,163,1575,2166,127,241,1505,422,1330,181,1012,199,225,285,287,642,339,314,929,1245,536,391,1246,1328,585,100,473,133,1961,430,818,599,841
379,163,1575,2166,127,241,1505,422,1330,181,1012,199,225,285,287,642,339,314,929,1245,536,391,1246,1328,585,100,473,133,1961,430,818,599,841
380,163,1575,2166,127,241,1505,422,1330,181,1012,199,225,285,287,642,339,314,929,1245,536,391,1246,1328,585,100,473,133,1961,430,818,599,841
381,163,1575,2166,127,241,1505,422,1330,181,1012,199,225,285,287,642,339,314,929,1245,536,391,1246,1328,585,100,473,133,1961,430,818,599,841
382,163,1575,2166,127,241,1505,422,1330,181,1012,199,225,285,287,642,339,314,929,1245,536,391,1246,1328,585,100,473,133,1961,430,818,599,841
383,163,1575,2166,127,241,1505,422,1330,181,1012,199,225,285,287,642,339,314,929,1245,536,391,1246,1328,585,100,473,133,1961,430,818,599,841
384,163,1575,2166,127,241,1505,422,1330,181,1012,199,225,285,287,642,339,314,929,1245,536,391,1246,1328,585,100,473,133,1961,430,818,599,841
385,163,1575,2166,127,241,1505,422,1330,181,1012,199,225,285,287,642,339,314,929,1245,536,391,1246,1328,585,100,473,133,1961,430,818,599,841
386,163,1575,2166,127,241,1505,422,1330,181,1012,199,225,285,287,642,339,314,929,1245,536,391,1246,1328,585,100,473,133,1961,430,818,599,841
387,163,1575,2166,127,241,1505,422,1330,181,1012,199,225,285,287,642,339,314,929,1245,536,391,1246,1328,585,100,473,133,1961,430,818,599,841
388,163,1575,2166,127,241,1505,422,1330,181,1012,199,225,285,287,642,339,314,929,1245,536,391,1246,1328,585,100,473,133,1961,430,818,599,841
389,163,1575,2166,127,241,1505,422,1330,181,1012,199,225,285,287,642,339,314,929,1245,536,391,1246,1328,585,100,473,133,1961,430,818,599,841
390,163,1575,2166,127,241,1505,422,1330,181,1012,199,225,285,287,642,339,314,929,1245,536,391,1246,1328,585,100,473,133,1961,430,818,599,841
391,163,1575,2166,127,241,1505,422,1330,181,1012,199,225,285,287,642,339,314,929,1245,536,391,1246,1328,585,100,473,133,1961,430,818,599,841
392,163,1575,2166,127,241,1505,422,1330,181,1012,199,225,285,287,642,339,314,929,1245,536,391,1246,1328,585,100,473,133,1961,430,818,599,841
393,163,1575,2166,127,241,1505,422,1330,181,1012,199,225,285,287,642,339,314,929,1245,536,391,1246,1328,585,100,473,133,1961,430,818,599,841
394,163,1575,2166,127,241,1505,422,1330,181,1012,199,225,285,287,642,339,314,929,1245,536,391,1246,1328,585,100,473,133,1961,430,818,599,841
395,163,1575,2166,127,241,1505,422,1330,181,1012,199,225,285,287,642,339,314,929,1245,536,391,1246,1328,585,100,473,133,1961,430,818,599,841
396,163,1575,2166,127,241,1505,422,1330,181,1012,199,225,285,287,642,339,314,929,1245,536,391,1246,1328,585,100,473,133,1961,430,818,599,841
397,163,1575,2166,127,241,1505,422,1330,181,1012,199,225,285,287,642,339,314,929,1245,536,391,1246,1328,585,100,473,133,1961,430,818,599,841
398,163,1575,2166,127,241,1505,422,1330,181,1012,199,225,285,287,642,339,314,929,1245,536,391,1246,1328,585,100,473,133,1961,430,818,599,841
399,163,1575,2166,127,241,1505,422,1330,181,1012,199,225,285,287,642,339,314,929,1245,536,391,1246,1328,585,100,473,133,1961,430,818,599,841
400,163,1575,2166,127,241,1505,422,1330,181,1012,199,225,285,287,642,339,314,929,1245,536,391,1246,1328,585,100,473,133,1961,430,818,599,841
401,163,1575,2166,127,241,1505,422,1330,181,1012,199,225,285,287,642,339,314,929,1245,536,391,1246,1328,585,100,473,133,1961,430,818,599,841
402,163,1575,2166,127,241,1505,422,1330,181,1012,199,225,285,287,642,339,314,929,1245,536,391,1246,1328,585,100,473,133,1961,430,818,599,841
403,163,1575,2166,127,241,1505,422,1330,181,1012,199,225,285,287,642,339,314,929,1245,536,391,1246,1328,585,100,473,133,1961,430,818,599,841
404,163,1575,2166,127,241,1505,422,1330,181,1012,199,225,285,287,642,339,314,929,1245,536,391,1246,1328,585,100,473,133,1961,430,818,599,841
405,163,1575,2166,127,241,1505,422,1330,181,1012,199,225,285,287,642,339,314,929,1245,536,391,1246,1328,585,100,473,133,1961,430,818,599,841
406,163,1575,2166,127,241,1505,422,1330,181,1012,199,225,285,287,642,339,314,929,1245,536,391,1246,1328,585,100,473,133,1961,430,818,599,841
407,163,1575,2166,127,241,1505,422,1330,181,1012,199,225,285,287,642,339,314,929,1245,536,391,1246,1328,585,100,473,133,1961,430,818,599,841
408,163,1575,2166,127,241,1505,422,1330,181,1012,199,225,285,287,642,339,314,929,1245,536,391,1246,1328,585,100,473,133,1961,430,818,599,841
409,163,1575,2166,127,241,1505,422,1330,181,1012,199,225,285,287,642,339,314,929,1245,536,391,1246,1328,585,100,473,133,1961,430,818,599,841
410,163,1575,2166,127,241,1505,422,1330,181,1012,199,225,285,287,642,339,314,929,1245,536,391,1246,1328,585,100,473,133,1961,430,818,599,841
411,163,1575,2166,127,241,1505,422,1330,181,1012,199,225,285,287,642,339,314,929,1245,536,391,1246,1328,585,100,473,133,1961,430,818,599,841
412,163,1575,2166,127,241,1505,422,1330,181,1012,199,225,285,287,642,339,314,929,1245,536,391,1246,1328,585,100,473,133,1961,430,818,599,841
413,163,1575,2166,127,241,1505,422,1330,181,1012,199,225,285,287,642,339,314,929,1245,536,391,1246,1328,585,100,473,133,1961,430,818,599,841
414,163,1575,2166,127,241,1505,422,1330,181,1012,199,225,285,287,642,339,314,929,1245,536,391,1246,1328,585,100,473,133,1961,430,818,599,841
415,163,1575,2166,127,241,1505,422,1330,181,1012,199,225,285,287,642,339,314,929,1245,536,391,1246,1328,585,100,473,133,1961,430,818,599,841
416,163,1575,2166,127,241,1505,422,1330,181,1012,199,225,285,287,642,339,314,929,1245,536,391,1246,1328,585,100,473,133,1961,430,818,599,841
417,163,1575,2166,127,241,1505,422,1330,181,1012,199,225,285,287,642,339,314,929,1245,536,391,1246,1328,585,100,473,133,1961,430,818,599,841
418,163,1575,2166,127,241,1505,422,1330,181,1012,199,225,285,287,642,339,314,929,1245,536,391,1246,1328,585,100,473,133,1961,430,818,599,841
419,163,1575,2166,127,241,1505,422,1330,181,1012,199,225,285,287,642,339,314,929,1245,536,391,1246,1328,585,100,473,133,1961,430,818,599,841
420,163,1575,2166,127,241,1505,422,1330,181,1012,199,225,285,287,642,339,314,929,1245,536,391,1246,1328,585,100,473,133,1961,430,818,599,841
421,163,1575,2166,127,241,1505,422,1330,181,1012,199,225,285,287,642,339,314,929,1245,536,391,1246,1328,585,100,473,133,1961,430,818,599,841
422,163,1575,2166,127,241,1505,422,1330,181,1012,199,225,285,287,642,339,314,929,1245,536,391,1246,1328,585,100,473,133,1961,430,818,599,841
423,163,1575,2166,127,241,1505,422,1330,181,1012,199,225,285,287,642,339,314,929,1245,536,391,1246,1328,585,100,473,133,1961,430,818,599,841
424,163,1575,2166,127,241,1505,422,1330,181,1012,199,225,285,287,642,339,314,929,1245,536,391,1246,1328,585,100,473,133,1961,430,818,599,841
425,163,1575,2166,127,241,1505,422,1330,181,1012,199,225,285,287,642,339,314,929,1245,536,391,1246,1328,585,100,473,133,1961,430,818,599,841
426,163,1575,2166,127,241,1505,422,1330,181,1012,199,225,285,287,642,339,314,929,1245,536,391,1246,1328,585,100,473,133,1961,430,818,599,841
427,163,1575,2166,127,241,1505,422,1330,181,1012,199,225,285,287,642,339,314,929,1245,536,391,1246,1328,585,100,473,133,1961,430,818,599,841
428,163,1575,2166,127,241,1505,422,1330,181,1012,199,225,285,287,642,339,314,929,1245,536,391,1246,1328,585,100,473,133,1961,430,818,599,841
429,163,1575,2166,127,241,1505,422,1330,181,1012,199,225,285,287,642,339,314,929,1245,536,391,1246,1328,585,100,473,133,1961,430,818,599,841
430,163,1575,2166,127,241,1505,422,1330,181,1012,199,225,285,287,642,339,314,929,1245,536,391,1246,1328,585,100,473,133,1961,430,818,599,841
431,163,1575,2166,127,241,1505,422,1330,181,1012,199,225,285,287,642,339,314,929,1245,536,391,1246,1328,585,100,473,133,1961,430,818,599,841
432,163,1575,2166,127,241,1505,422,1330,181,1012,199,225,285,287,642,339,314,929,1245,536,391,1246,1328,585,100,473,133,1961,430,818,599,841
433,163,1575,2166,127,241,1505,422,1330,181,1012,199,225,285,287,642,339,314,929,1245,536,391,1246,1328,585,100,473,133,1961,430,818,599,841
434,163,1575,2166,127,241,1505,422,1330,181,1012,199,225,285,287,642,339,314,929,1245,536,391,1246,1328,585,100,473,133,1961,430,818,599,841
435,163,1575,2166,127,241,1505,422,1330,181,1012,199,225,285,287,642,339,314,929,1245,536,391,1246,1328,585,100,473,133,1961,430,818,599,841
436,163,1575,2166,127,241,1505,422,1330,181,1012,199,225,285,287,642,339,314,929,1245,536,391,1246,1328,585,100,473,133,1961,430,818,599,841
437,163,1575,2166,127,241,1505,422,1330,181,1012,199,225,285,287,642,339,314,929,1245,536,391,1246,1328,585,100,473,133,1961,430,818,599,841
438,163,1575,2166,127,241,1505,422,1330,181,1012,199,225,285,287,642,339,314,929,1245,536,391,1246,1328,585,100,473,133,1961,430,818,599,841
439,163,1575,2166,127,241,1505,422,1330,181,1012,199,225,285,287,642,339,314,929,1245,536,391,1246,1328,585,100,473,133,1961,430,818,599,841
440,163,1575,2166,127,241,1505,422,1330,181,1012,199,225,285,287,642,339,314,929,1245,536,391,1246,1328,585,100,473,133,1961,430,818,599,841
441,163,1575,2166,127,241,1505,422,1330,181,1012,199,225,285,287,642,339,314,929,1245,536,391,1246,1328,585,100,473,133,1961,430,818,599,841
442,163,1575,2166,127,241,1505,422,1330,181,1012,199,225,285,287,642,339,314,929,1245,536,391,1246,1328,585,100,473,133,1961,430,818,599,841
443,163,1575,2166,127,241,1505,422,1330,181,1012,199,225,285,287,642,339,314,929,1245,536,391,1246,1328,585,100,473,133,1961,430,818,599,841
444,163,1575,2166,127,241,1505,422,1330,181,1012,199,225,285,287,642,339,314,929,1245,536,391,1246,1328,585,100,473,133,1961,430,818,599,841
445,163,1575,2166,127,241,1505,422,1330,181,1012,199,225,285,287,642,339,314,929,1245,536,391,1246,1328,585,100,473,133,1961,430,818,599,841
446,163,1575,2166,127,241,1505,422,1330,181,1012,199,225,285,287,642,339,314,929,1245,536,391,1246,1328,585,100,473,133,1961,430,818,599,841
447,163,1575,2166,127,241,1505,422,1330,181,1012,199,225,285,287,642,339,314,929,1245,536,391,1246,1328,585,100,473,133,1961,430,818,599,841
448,163,1575,2166,127,241,1505,422,1330,181,1012,199,225,285,287,642,339,314,929,1245,536,391,1246,1328,585,100,473,133,1961,430,818,599,841
449,163,1575,2166,127,241,1505,422,1330,181,1012,199,225,285,287,642,339,314,929,1245,536,391,1246,1328,585,100,473,133,1961,430,818,599,841
450,163,1575,2166,127,241,1505,422,1330,181,1012,199,225,285,287,642,339,314,929,1245,536,391,1246,1328,585,100,473,133,1961,430,818,599,841
451,163,1575,2166,127,241,1505,422,1330,181,1012,199,225,285,287,642,339,314,929,1245,536,391,1246,1328,585,100,473,133,1961,430,818,599,841
452,163,1575,2166,127,241,1505,422,1330,181,1012,199,225,285,287,642,339,314,929,1245,536,391,1246,1328,585,100,473,133,1961,430,818,599,841
453,163,1575,2166,127,241,1505,422,1330,181,1012,199,225,285,287,642,339,314,929,1245,536,391,1246,1328,585,100,473,133,1961,430,818,599,841
454,163,1575,2166,127,241,1505,422,1330,181,1012,199,225,285,287,642,339,314,929,1245,536,391,1246,1328,585,100,473,133,1961,430,818,599,841
455,163,1575,2166,127,241,1505,422,1330,181,1012,199,225,285,287,642,339,314,929,1245,536,391,1246,1328,585,100,473,133,1961,430,818,599,841
456,163,1575,2166,127,241,1505,422,1330,181,1012,199,225,285,287,642,339,314,929,1245,536,391,1246,1328,585,100,473,133,1961,430,818,599,841
457,163,1575,2166,127,241,1505,422,1330,181,1012,199,225,285,287,642,339,314,929,1245,536,391,1246,1328,585,100,473,133,1961,430,818,599,841
458,163,1575,2166,127,241,1505,422,1330,181,1012,199,225,285,287,642,339,314,929,1245,536,391,1246,1328,585,100,473,133,1961,430,818,599,841
459,163,1575,2166,127,241,1505,422,1330,181,1012,199,225,285,287,642,339,314,929,1245,536,391,1246,1328,585,100,473,133,1961,430,818,599,841
460,163,1575,2166,127,241,1505,422,1330,181,1012,199,225,285,287,642,339,314,929,1245,536,391,1246,1328,585,100,473,133,1961,430,818,599,841
461,163,1575,2166,127,241,1505,422,1330,181,1012,199,225,285,287,642,339,314,929,1245,536,391,1246,1328,585,100,473,133,1961,430,818,599,841
462,163,1575,2166,127,241,1505,422,1330,181,1012,199,225,285,287,642,339,314,929,1245,536,391,1246,1328,585,100,473,133,1961,430,818,599,841
463,163,1575,2166,127,241,1505,422,1330,181,1012,199,225,285,287,642,339,314,929,1245,536,391,1246,1328,585,100,473,133,1961,430,818,599,841
464,163,1575,2166,127,241,1505,422,1330,181,1012,199,225,285,287,642,339,314,929,1245,536,391,1246,1328,585,100,473,133,1961,430,818,599,841
465,163,1575,2166,127,241,1505,422,1330,181,1012,199,225,285,287,642,339,314,929,1245,536,391,1246,1328,585,100,473,133,1961,430,818,599,841
466,163,1575,2166,127,241,1505,422,1330,181,1012,199,225,285,287,642,339,314,929,1245,536,391,1246,1328,585,100,473,133,1961,430,818,599,841
467,163,1575,2166,127,241,1505,422,1330,181,1012,199,225,285,287,642,339,314,929,1245,536,391,1246,1328,585,100,473,133,1961,430,818,599,841
468,163,1575,2166,127,241,1505,422,1330,181,1012,199,225,285,287,642,339,314,929,1245,536,391,1246,1328,585,100,473,133,1961,430,818,599,841
469,163,1575,2166,127,241,1505,422,1330,181,1012,199,225,285,287,642,339,314,929,1245,536,391,1246,1328,585,100,473,133,1961,430,818,599,841
470,163,1575,2166,127,241,1505,422,1330,181,1012,199,225,285,287,642,339,314,929,1245,536,391,1246,1328,585,100,473,133,1961,430,818,599,841
471,163,1575,2166,127,241,1505,422,1330,181,1012,199,225,285,287,642,339,314,929,1245,536,391,1246,1328,585,100,473,133,1961,430,818,599,841
472,163,1575,2166,127,241,1505,422,1330,181,1012,199,225,285,287,642,339,314,929,1245,536,391,1246,1328,585,100,473,133,1961,430,818,599,841
473,163,1575,2166,127,241,1505,422,1330,181,1012,199,225,285,287,642,339,314,929,1245,536,391,1246,1328,585,100,473,133,1961,430,818,599,841
474,163,1575,2166,127,241,1505,422,1330,181,1012,199,225,285,287,642,339,314,929,1245,536,391,1246,1328,585,100,473,133,1961,430,818,599,841
475,163,1575,2166,127,241,1505,422,1330,181,1012,199,225,285,287,642,339,314,929,1245,536,391,1246,1328,585,100,473,133,1961,430,818,599,841
476,163,1575,2166,127,241,1505,422,1330,181,1012,199,225,285,287,642,339,314,929,1245,536,391,1246,1328,585,100,473,133,1961,430,818,599,841
477,163,1575,2166,127,241,1505,422,1330,181,1012,199,225,285,287,642,339,314,929,1245,536,391,1246,1328,585,100,473,133,1961,430,818,599,841
478,163,1575,2166,127,241,1505,422,1330,181,1012,199,225,285,287,642,339,314,929,1245,536,391,1246,1328,585,100,473,133,1961,430,818,599,841
479,163,1575,2166,127,241,1505,422,1330,Null,Null,Null,Null,Null,Null,Null,Null,314,929,1245,536,391,1246,1328,585,Null,Null,Null,Null,Null,Null,Null,Null
480,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,314,929,1245,536,391,1246,1328,585,Null,Null,Null,Null,Null,Null,Null,Null
